"Time","images_score_v2.lance / _indices / get","images_v6.lance / _indices / get","manual_image_appraisal_v1.lance / _indices / get","manual_skeet_appraisal_v1.lance / _indices / get","images_score_v2.lance / _indices / list","images_score_v2.lance / _transactions / list","images_score_v2.lance / _transactions / put","images_score_v2.lance / _versions / get_range","images_v6.lance / _versions / get_range","images_score_v2.lance / _versions / get","images_v6.lance / _versions / get","manual_image_appraisal_v1.lance / _versions / get","manual_skeet_appraisal_v1.lance / _versions / get","validate_v1.lance / _versions / get","images_score_v2.lance / _versions / head","images_score_v2.lance / _versions / list","images_v6.lance / _versions / list","manual_image_appraisal_v1.lance / _versions / list","manual_skeet_appraisal_v1.lance / _versions / list","validate_v1.lance / _versions / list","images_score_v2.lance / _versions / put","images_score_v2.lance / data / get","images_v6.lance / data / get","images_score_v2.lance / data / list","images_score_v2.lance / data / put","images_score_v2.lance / other / list","images_score_v2.lance /  / get_range","images_v6.lance /  / get_range","images_score_v2.lance /  / get","images_v6.lance /  / get","manual_image_appraisal_v1.lance /  / get","manual_skeet_appraisal_v1.lance /  / get","validate_v1.lance /  / get","images_score_v2.lance /  / head","images_score_v2.lance /  / list","images_v6.lance /  / list","manual_image_appraisal_v1.lance /  / list","manual_skeet_appraisal_v1.lance /  / list","validate_v1.lance /  / list","images_score_v2.lance /  / put"
1777531080000,6.6666296298353895,6.6666296298353895,0,0,0,0,2.666651851934156,0,1.333325925967078,0,1.333325925967078,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,3.999977777901234,27.99984444530864,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531140000,11.999933333703702,11.999933333703702,0,0,0,0,5.333303703868312,0,2.666651851934156,0,2.666651851934156,0,0,0,0,27.99984444530864,17.333237037572015,6.6666296298353895,6.6666296298353895,6.6666296298353895,5.333303703868312,10.666607407736624,74.66625185415637,0,2.666651851934156,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531200000,5.333333333333333,5.333333333333333,0,0,0,0,2.6666666666666665,0,1.3333333333333333,0,1.3333333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,6.666666666666666,46.666666666666664,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531260000,10.666607407736624,10.666607407736624,0,0,1.333325925967078,1.333325925967078,3.999977777901234,20603.885533969256,2.666651851934156,20603.885533969256,2.666651851934156,0,0,0,1.333325925967078,23.999866667407403,15.999911111604936,5.333303703868312,5.333303703868312,5.333303703868312,3.999977777901234,15.999911111604936,115.99935555913578,1.333325925967078,1.333325925967078,3.999977777901234,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531320000,5.333303703868312,5.333303703868312,0,0,1.333325925967078,1.333325925967078,2.666651851934156,20603.885533969256,1.333325925967078,20603.885533969256,1.333325925967078,0,0,0,1.333325925967078,18.666562963539093,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,9.333281481769546,69.33294815028806,1.333325925967078,1.333325925967078,3.999977777901234,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531380000,50.66610370995877,10.666548149465005,0,0,1.3333185186831256,1.3333185186831256,2.666637037366251,20605.10438772902,2.666637037366251,20605.10438772902,2.666637037366251,0,0,0,1.3333185186831256,21.33309629893001,13.333185186831255,5.333274074732502,5.333274074732502,5.333274074732502,2.666637037366251,14.666503705514382,74.66583704625504,1.3333185186831256,1.3333185186831256,3.9999555560493767,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531440000,45.33308148288065,5.333303703868312,0,0,0,0,1.333325925967078,1.333325925967078,1.333325925967078,1.333325925967078,1.333325925967078,0,0,0,0,13.333259259670779,7.999955555802468,5.333303703868312,5.333303703868312,5.333303703868312,1.333325925967078,5.333303703868312,5.333303703868312,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531500000,45.33308148288065,5.333303703868312,0,0,0,0,0,1.333325925967078,1.333325925967078,1.333325925967078,1.333325925967078,0,0,0,0,6.6666296298353895,6.6666296298353895,3.999977777901234,3.999977777901234,3.999977777901234,0,5.333303703868312,5.333303703868312,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531680000,6.6666296298353895,6.6666296298353895,0,0,0,0,2.666651851934156,0,1.333325925967078,0,1.333325925967078,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,3.999977777901234,27.99984444530864,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531740000,6.666666666666666,6.666666666666666,0,0,0,0,2.6666666666666665,0,1.3333333333333333,0,1.3333333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,4,28,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531800000,6.666666666666666,6.666666666666666,0,0,0,0,2.6666666666666665,0,1.3333333333333333,0,1.3333333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,4,28,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531860000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777531980000,45.33308148288065,5.333303703868312,0,0,0,0,0,1.333325925967078,1.333325925967078,1.333325925967078,1.333325925967078,0,0,0,0,6.6666296298353895,6.6666296298353895,3.999977777901234,3.999977777901234,3.999977777901234,0,5.333303703868312,3.999977777901234,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532040000,45.33308148288065,5.333303703868312,0,0,0,0,0,1.333325925967078,1.333325925967078,1.333325925967078,1.333325925967078,0,0,0,0,6.6666296298353895,6.6666296298353895,3.999977777901234,3.999977777901234,3.999977777901234,0,5.333303703868312,3.999977777901234,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532100000,45.33333333333333,12,0,0,0,0,0,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.6666666666666665,0,0,0,0,10.666666666666666,13.333333333333332,5.333333333333333,5.333333333333333,5.333333333333333,0,9.333333333333332,30.666666666666664,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532160000,6.666666666666666,6.666666666666666,0,0,0,0,4,0,2.6666666666666665,0,2.6666666666666665,0,0,0,0,22.666666666666664,17.333333333333332,6.666666666666666,6.666666666666666,6.666666666666666,4,8,72,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532220000,6.666666666666666,6.666666666666666,0,0,0,0,4,0,2.6666666666666665,0,2.6666666666666665,0,0,0,0,22.666666666666664,17.333333333333332,6.666666666666666,6.666666666666666,6.666666666666666,4,8,72,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532280000,6.666666666666666,0,0,0,0,0,4,0,1.3333333333333333,0,1.3333333333333333,0,0,0,0,18.666666666666664,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,4,4,45.33333333333333,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532340000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532580000,51.99971111271604,11.999933333703702,0,0,0,0,2.666651851934156,1.333325925967078,1.333325925967078,1.333325925967078,1.333325925967078,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,5.333303703868312,29.333170371275717,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532640000,51.99971111271604,11.999933333703702,0,0,0,0,2.666651851934156,1.333325925967078,1.333325925967078,1.333325925967078,1.333325925967078,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,5.333303703868312,29.333170371275717,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532700000,52,12,0,0,0,0,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,5.333333333333333,29.333333333333332,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532820000,0,0,0,0,0,0,2.666651851934156,0,1.333325925967078,0,1.333325925967078,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,6.6666296298353895,27.99984444530864,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532880000,0,0,0,0,0,0,2.666651851934156,0,1.333325925967078,0,1.333325925967078,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,6.6666296298353895,27.99984444530864,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777532940000,0,0,0,0,0,0,2.666651851934156,0,1.333325925967078,0,1.333325925967078,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,6.6666296298353895,27.99984444530864,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533060000,5.333303703868312,5.333303703868312,0,0,1.333325925967078,1.333325925967078,1.333325925967078,20629.21872656263,1.333325925967078,20629.21872656263,1.333325925967078,0,0,0,1.333325925967078,11.999933333703702,9.333281481769546,3.999977777901234,3.999977777901234,3.999977777901234,1.333325925967078,9.333281481769546,46.66640740884773,1.333325925967078,0,3.999977777901234,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533120000,5.333303703868312,5.333303703868312,0,0,1.333325925967078,1.333325925967078,2.666651851934156,20629.21872656263,1.333325925967078,20629.21872656263,1.333325925967078,0,0,0,1.333325925967078,18.666562963539093,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,9.333281481769546,46.66640740884773,1.333325925967078,1.333325925967078,3.999977777901234,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533180000,57.33301481658435,17.333237037572015,0,0,1.333325925967078,1.333325925967078,5.333303703868312,20630.552052488598,2.666651851934156,20630.552052488598,2.666651851934156,0,0,0,1.333325925967078,30.666496297242794,17.333237037572015,6.6666296298353895,6.6666296298353895,6.6666296298353895,5.333303703868312,14.666585185637858,75.99957778012345,1.333325925967078,2.666651851934156,3.999977777901234,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533240000,51.99971111271604,11.999933333703702,0,0,0,0,3.999977777901234,1.333325925967078,1.333325925967078,1.333325925967078,1.333325925967078,0,0,0,0,22.666540741440325,11.999933333703702,6.6666296298353895,6.6666296298353895,6.6666296298353895,3.999977777901234,5.333303703868312,29.333170371275717,0,2.666651851934156,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533300000,51.99971111271604,11.999933333703702,0,0,0,0,2.666651851934156,1.333325925967078,1.333325925967078,1.333325925967078,1.333325925967078,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,5.333303703868312,29.333170371275717,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533660000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533720000,5.333303703868312,5.333303703868312,0,0,0,0,3.999977777901234,0,1.333325925967078,0,1.333325925967078,0,0,0,0,18.666562963539093,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,3.999977777901234,7.999955555802468,51.99971111271604,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533780000,5.333303703868312,10.666607407736624,0,0,0,0,3.999977777901234,0,2.666651851934156,0,2.666651851934156,0,0,0,0,21.333214815473248,13.333259259670779,5.333303703868312,5.333303703868312,5.333303703868312,3.999977777901234,14.666585185637858,57.33301481658435,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533840000,5.333303703868312,10.666607407736624,0,0,0,0,3.999977777901234,1.333325925967078,2.666651851934156,0,2.666651851934156,0,0,0,0,21.333214815473248,13.333259259670779,5.333303703868312,5.333303703868312,5.333303703868312,3.999977777901234,14.666585185637858,57.33301481658435,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533900000,52,12,0,0,0,0,2.6666666666666665,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.6666666666666665,0,0,0,0,18.666666666666664,13.333333333333332,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,12,32,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777533960000,52,6.666666666666666,0,0,0,0,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,5.333333333333333,26.666666666666664,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534020000,57.33333333333333,12,0,0,0,0,5.333333333333333,0,2.6666666666666665,1.3333333333333333,2.6666666666666665,0,0,0,0,28,17.333333333333332,6.666666666666666,6.666666666666666,6.666666666666666,5.333333333333333,12,70.66666666666666,0,2.6666666666666665,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534080000,5.333333333333333,5.333333333333333,0,0,0,0,2.6666666666666665,0,1.3333333333333333,0,1.3333333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,6.666666666666666,44,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534140000,5.333333333333333,5.333333333333333,0,0,0,0,2.6666666666666665,0,1.3333333333333333,0,1.3333333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,6.666666666666666,44,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534380000,45.33333333333333,5.333333333333333,0,0,0,0,0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,0,0,0,6.666666666666666,6.666666666666666,4,4,4,0,5.333333333333333,5.333333333333333,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534440000,45.33333333333333,5.333333333333333,0,0,0,0,0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,0,0,0,6.666666666666666,6.666666666666666,4,4,4,0,5.333333333333333,5.333333333333333,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534500000,45.33333333333333,5.333333333333333,0,0,0,0,0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,0,0,0,6.666666666666666,6.666666666666666,4,4,4,0,5.333333333333333,5.333333333333333,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534680000,6.666666666666666,6.666666666666666,0,0,1.3333333333333333,1.3333333333333333,1.3333333333333333,20654.666666666664,1.3333333333333333,20654.666666666664,1.3333333333333333,0,0,0,1.3333333333333333,12,9.333333333333332,4,4,4,1.3333333333333333,4,28,1.3333333333333333,0,4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534740000,6.666666666666666,6.666666666666666,0,0,1.3333333333333333,1.3333333333333333,2.6666666666666665,20654.666666666664,1.3333333333333333,20654.666666666664,1.3333333333333333,0,0,0,1.3333333333333333,18.666666666666664,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,4,28,1.3333333333333333,1.3333333333333333,4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534800000,6.666666666666666,6.666666666666666,0,0,1.3333333333333333,1.3333333333333333,2.6666666666666665,20654.666666666664,1.3333333333333333,20654.666666666664,1.3333333333333333,0,0,0,1.3333333333333333,18.666666666666664,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,4,28,1.3333333333333333,1.3333333333333333,4,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534860000,0,0,0,0,0,0,1.3333185186831258,0,0,0,0,0,0,0,0,10.666548149465006,5.333274074732503,5.333274074732503,5.333274074732503,5.333274074732503,1.3333185186831258,0,0,0,1.3333185186831258,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534920000,5.333274074732503,5.333274074732503,0,0,0,0,2.6666370373662516,0,1.3333185186831258,0,1.3333185186831258,0,0,0,0,15.999822224197509,10.666548149465006,5.333274074732503,5.333274074732503,5.333274074732503,2.6666370373662516,6.666592593415629,46.666148153909404,0,1.3333185186831258,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777534980000,57.33269630337441,17.333140742880634,0,0,0,0,5.333274074732503,1.3333185186831258,2.6666370373662516,1.3333185186831258,2.6666370373662516,0,0,0,0,27.99968889234564,17.333140742880634,6.666592593415629,6.666592593415629,6.666592593415629,5.333274074732503,11.999866668148131,75.99915556493816,0,2.6666370373662516,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777535040000,57.33333333333333,17.333333333333332,0,0,0,0,5.333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.6666666666666665,0,0,0,0,28,17.333333333333332,6.666666666666666,6.666666666666666,6.666666666666666,5.333333333333333,12,76,0,2.6666666666666665,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777535100000,52,12,0,0,0,0,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,5.333333333333333,29.333333333333332,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777535160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,3.999977777901234,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777535220000,0,0,0,0,0,0,2.666651851934156,0,1.333325925967078,0,1.333325925967078,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,6.6666296298353895,46.66640740884773,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777535280000,0,0,0,0,0,0,2.666651851934156,0,1.333325925967078,0,1.333325925967078,0,0,0,0,15.999911111604936,10.666607407736624,5.333303703868312,5.333303703868312,5.333303703868312,2.666651851934156,6.6666296298353895,46.66640740884773,0,1.333325925967078,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777535340000,0,0,0,0,0,0,2.6666666666666665,0,1.3333333333333333,0,1.3333333333333333,0,0,0,0,16,10.666666666666666,5.333333333333333,5.333333333333333,5.333333333333333,2.6666666666666665,6.666666666666666,46.666666666666664,0,1.3333333333333333,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777535400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777535460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9999555560493767,3.9999555560493767,3.9999555560493767,3.9999555560493767,3.9999555560493767,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1777535520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9999555560493767,3.9999555560493767,3.9999555560493767,3.9999555560493767,3.9999555560493767,0,0,0,0,0,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
